Filename,Brand Name,Label,Tagline
genLogoOutput\Reebok\scal_000003.jpg,Reebok,Fake,single exist what 1 cost
genLogoOutput\Levis\000002.jpg,Levis,Fake,Fall for blood_profile
genLogoOutput\Nestle milo\scal_000003.jpg,Nestle milo,Fake,The Abang milo_maize embody e'er at_that_place to subscribe you !
output\Fila\000005.jpg,Fila,Genuine,Power Style
genLogoOutput\Lays\scal_000004.jpg,Lays,Fake,eNoS living .
genLogoOutput\Amazon\000001.jpg,Amazon,Fake,preference of nature
output\Lays\000001.jpg,Lays,Genuine,eNoS Lives.
genLogoOutput\Levis\scal_000002.jpg,Levis,Fake,light for CBC
output\Cowbell\000002.jpg,Cowbell,Genuine,sooo creamy sooo gooood
genLogoOutput\Starbucks\scal_000003.jpg,Starbucks,Fake,custom-make Your transfuse .
output\Mercedes Benz\000003.jpg,Mercedes Benz,Genuine,The Best or Nothing
output\Apple\000005.jpg,Apple,Genuine,Together is good.
genLogoOutput\Nestle milo\scal_000002.jpg,Nestle milo,Fake,The Abang milo_maize embody incessantly in_that_location to digest you !
genLogoOutput\Dominos\scal_000004.jpg,Dominos,Fake,obviate the Noid
output\PlayStation\000001.jpg,PlayStation,Genuine,eNoS Lives.
genLogoOutput\Microsoft\000004.jpg,Microsoft,Fake,pretend IT all take_a_crap common_sense .
output\Guinness\000002.jpg,Guinness,Genuine,Guinness is Good for You.
genLogoOutput\Lays\000001.jpg,Lays,Fake,eNoS be .
genLogoOutput\Mars\000002.jpg,Mars,Fake,beer meliorate atomic_number_49 Mrs._Henry_Wood .
genLogoOutput\Starbucks\000001.jpg,Starbucks,Fake,custom-make Your cupful .
output\McDonald\000002.jpg,McDonald,Genuine,I’m Lovin’ It.
genLogoOutput\Android\scal_000001.jpg,Android,Fake,Be in_concert . non the Saami
genLogoOutput\Netflix\000003.jpg,Netflix,Fake,check what ’ second succeeding
genLogoOutput\Oral b\000004.jpg,Oral b,Fake,The magnate toothbrush Sir_Thomas_More tooth_doctor usage
genLogoOutput\Sprite\000005.jpg,Sprite,Fake,obey Your hunger .
output\Coca Cola\000004.jpg,Coca Cola,Genuine,It's the real thing
genLogoOutput\Lays\scal_000003.jpg,Lays,Fake,eNoS life_sentence .
genLogoOutput\Cowbell\000002.jpg,Cowbell,Fake,sooo creamy sooo gooood
genLogoOutput\Zara\000005.jpg,Zara,Fake,bang Your bender
output\Pepsi\000004.jpg,Pepsi,Genuine,
output\Instagram\000004.jpg,Instagram,Genuine,Capture and Share the World's Moments
genLogoOutput\Mtn\000005.jpg,Mtn,Fake,everywhere you ecstasy
genLogoOutput\Tiktok\000005.jpg,Tiktok,Fake,take_a_shit Your sidereal_day .
genLogoOutput\Starbucks\scal_000004.jpg,Starbucks,Fake,customize Your cup .
genLogoOutput\Krisspy Kreme\scal_000004.jpg,Krisspy Kreme,Fake,pilot glass anchor_ring
genLogoOutput\Oreo\000002.jpg,Oreo,Fake,alone oreo .
genLogoOutput\Adidas\000005.jpg,Adidas,Fake,unsufferable personify cipher .
genLogoOutput\Apple\000001.jpg,Apple,Fake,unitedly constitute in_force .
output\PlayStation\000002.jpg,PlayStation,Genuine,eNoS Lives.
genLogoOutput\Lg\scal_000005.jpg,Lg,Fake,the brilliant Italian jeweller since 1884
output\Apple\000002.jpg,Apple,Genuine,Together is good.
output\Netflix\000003.jpg,Netflix,Genuine,See what’s next
genLogoOutput\NASA\scal_000004.jpg,NASA,Fake,explore the closed_book of the creation for the do_good of entirely
genLogoOutput\BMW\scal_000004.jpg,BMW,Fake,The ultimate beat_back automobile .
genLogoOutput\PlayStation\000003.jpg,PlayStation,Fake,eNoS know .
genLogoOutput\Samsung\scal_000004.jpg,Samsung,Fake,arrange What You Golden_State n't .
genLogoOutput\Gillette\000005.jpg,Gillette,Fake,The topper ampere humans seat cause .
genLogoOutput\Lays\000005.jpg,Lays,Fake,eNoS go .
genLogoOutput\Coca Cola\000005.jpg,Coca Cola,Fake,information_technology 's the material affair
genLogoOutput\Chevrolet\scal_000003.jpg,Chevrolet,Fake,incur unexampled roads
output\Huawei\000003.jpg,Huawei,Genuine,China has promise
genLogoOutput\Amazon\scal_000003.jpg,Amazon,Fake,taste_sensation of nature
genLogoOutput\Chevrolet\000004.jpg,Chevrolet,Fake,happen Modern road
genLogoOutput\Google\000005.jpg,Google,Fake,put_on ’ triiodothyronine glucinium iniquity
genLogoOutput\Twitter\scal_000004.jpg,Twitter,Fake,What ’ mho natural_event
genLogoOutput\Twitter\000003.jpg,Twitter,Fake,What ’ southward take_place
output\Netflix\000005.jpg,Netflix,Genuine,See what’s next
output\Burger King\000002.jpg,Burger King,Genuine,Have it your way.
genLogoOutput\MnM\000004.jpg,MnM,Fake,"the Milk_River hot_chocolate that run Indiana your rima_oris , not indium your give"
genLogoOutput\Lipton\scal_000001.jpg,Lipton,Fake,equal Thomas_More afternoon_tea .
genLogoOutput\YouTube\scal_000005.jpg,YouTube,Fake,distribute Yourself
genLogoOutput\Oreo\000003.jpg,Oreo,Fake,simply oreo_cookie .
genLogoOutput\Mtn dew\000003.jpg,Mtn dew,Fake,position deoxyadenosine_monophosphate footling chawbacon In your life_story
genLogoOutput\Instagram\scal_000004.jpg,Instagram,Fake,trance and partake the earthly_concern 's present_moment
genLogoOutput\Nike\000001.jpg,Nike,Fake,merely manage IT .
genLogoOutput\Google\000004.jpg,Google,Fake,get_into ’ tetraiodothyronine follow evil
genLogoOutput\Ariel\scal_000001.jpg,Ariel,Fake,The zoom of mightiness personify relentless
output\Nescafe\000005.jpg,Nescafe,Genuine,It all starts with a Nescafé
output\Hp\000002.jpg,Hp,Genuine,The Great Tasting Gel!
genLogoOutput\Starbucks\000004.jpg,Starbucks,Fake,tailor-make Your cup .
genLogoOutput\Coca Cola\000004.jpg,Coca Cola,Fake,IT 's the really affair
output\Chrome\000003.jpg,Chrome,Genuine,Don't be evil
genLogoOutput\Chrome\scal_000004.jpg,Chrome,Fake,manage n't make_up malevolent
genLogoOutput\Huawei\000003.jpg,Huawei,Fake,mainland_China get forebode
genLogoOutput\Rolex\scal_000004.jpg,Rolex,Fake,a poll for every achievement .
genLogoOutput\Fila\scal_000003.jpg,Fila,Fake,mogul fashion
genLogoOutput\Tiktok\scal_000001.jpg,Tiktok,Fake,work Your day .
genLogoOutput\Sprite\scal_000003.jpg,Sprite,Fake,obey Your hunger .
genLogoOutput\Apple\000005.jpg,Apple,Fake,in_concert cost right .
genLogoOutput\Pepsi\scal_000004.jpg,Pepsi,Fake,
output\Google\000005.jpg,Google,Genuine,Don’t be Evil
output\Krisspy Kreme\000005.jpg,Krisspy Kreme,Genuine,Original Glazed Doughnuts
genLogoOutput\McDonald\scal_000005.jpg,McDonald,Fake,one ’ m Lovin ’ IT .
genLogoOutput\Hp\000003.jpg,Hp,Fake,The majuscule savoring gel !
genLogoOutput\Oral b\scal_000002.jpg,Oral b,Fake,The ability soup-strainer to_a_greater_extent dentist expend
output\Krisspy Kreme\000001.jpg,Krisspy Kreme,Genuine,Original Glazed Doughnuts
output\Nutella\000003.jpg,Nutella,Genuine,Hazelnut Spread with Skim Milk and Cocoa.
genLogoOutput\Sprite\000002.jpg,Sprite,Fake,obey Your starve .
genLogoOutput\Huawei\scal_000001.jpg,Huawei,Fake,PRC make forebode
output\Cadbury\000001.jpg,Cadbury,Genuine,How cool is that?
genLogoOutput\Microsoft\scal_000002.jpg,Microsoft,Fake,name IT altogether nominate mother_wit .
genLogoOutput\Instagram\scal_000002.jpg,Instagram,Fake,bewitch and plowshare the planetary 's mo
genLogoOutput\Apple\scal_000005.jpg,Apple,Fake,unitedly cost secure .
genLogoOutput\Marvel\000001.jpg,Marvel,Fake,"no adult_male potty acquire every conflict , just no_more human_being should autumn without angstrom_unit fight"
output\Tesla\000003.jpg,Tesla,Genuine,Burn rubber not gasoline
output\Coca Cola\000001.jpg,Coca Cola,Genuine,It's the real thing
output\Ariel\000005.jpg,Ariel,Genuine,The surge of power is relentless
genLogoOutput\Instagram\000004.jpg,Instagram,Fake,beguile and percentage the populace 's moment
genLogoOutput\McDonald\000003.jpg,McDonald,Fake,single ’ G Lovin ’ IT .
genLogoOutput\Hp\000002.jpg,Hp,Fake,The neat taste gelatin !
output\Starbucks\000003.jpg,Starbucks,Genuine,Customize Your Cup.
genLogoOutput\Kfc\000005.jpg,Kfc,Fake,finger Lickin ' beneficial .
output\Goya oil\000003.jpg,Goya oil,Genuine,If it's Goya... it has to be good
genLogoOutput\Chevrolet\000001.jpg,Chevrolet,Fake,line_up newly route
output\Nestle\000003.jpg,Nestle,Genuine,"Nestle. Good Food, Good Life."
genLogoOutput\Gillette\000003.jpg,Gillette,Fake,The better angstrom human_race displace bring .
output\Huawei\000004.jpg,Huawei,Genuine,China has promise
genLogoOutput\Google\000001.jpg,Google,Fake,preceptor ’ tonne atomic_number_4 vicious
output\Sprite\000003.jpg,Sprite,Genuine,Obey Your Thirst.
genLogoOutput\Zara\000003.jpg,Zara,Fake,get_laid Your bend
output\Goya oil\000001.jpg,Goya oil,Genuine,If it's Goya... it has to be good
genLogoOutput\Pringles\scal_000005.jpg,Pringles,Fake,"erst you dad , you Golden_State n't plosive_consonant ."
genLogoOutput\Dominos\000004.jpg,Dominos,Fake,obviate the Noid
genLogoOutput\Huawei\scal_000003.jpg,Huawei,Fake,Nationalist_China sustain foretell
output\Amazon\000001.jpg,Amazon,Genuine,Taste of Nature
genLogoOutput\Nestle\scal_000005.jpg,Nestle,Fake,"nestle . dependable solid_food , right spirit ."
genLogoOutput\Adidas\000001.jpg,Adidas,Fake,unacceptable equal cipher .
output\Amazon\000002.jpg,Amazon,Genuine,Taste of Nature
output\Amazon\000003.jpg,Amazon,Genuine,Taste of Nature
output\Apple\000001.jpg,Apple,Genuine,Together is good.
genLogoOutput\Sprite\000001.jpg,Sprite,Fake,obey Your hungriness .
output\Guinness\000003.jpg,Guinness,Genuine,Guinness is Good for You.
genLogoOutput\PlayStation\000005.jpg,PlayStation,Fake,eNoS know .
output\Bic\000003.jpg,Bic,Genuine,Believe in beach.
output\Marvel\000002.jpg,Marvel,Genuine,"No man can win every battle, but no man should fall without a struggle"
genLogoOutput\Lipton\scal_000005.jpg,Lipton,Fake,live to_a_greater_extent teatime .
genLogoOutput\Krisspy Kreme\000002.jpg,Krisspy Kreme,Fake,master glaze_over doughnut
output\Mtn\000002.jpg,Mtn,Genuine,Everywhere you go
genLogoOutput\Nestle\scal_000002.jpg,Nestle,Fake,"nestle . thoroughly food_for_thought , thoroughly life_history ."
genLogoOutput\Peak milk\scal_000004.jpg,Peak milk,Fake,Everyone bear a peak
genLogoOutput\Bic\000004.jpg,Bic,Fake,think Indiana beach .
genLogoOutput\Levis\000004.jpg,Levis,Fake,pin for complete_blood_count
output\Zara\000001.jpg,Zara,Genuine,Love Your Curves
genLogoOutput\Pay pal\000003.jpg,Pay pal,Fake,"foster combine , get unity , whiz to_each_one other , and have_got apiece others ' indorse ."
output\NASA\000005.jpg,NASA,Genuine,Exploring the secrets of the universe for the benefit of all
genLogoOutput\Starbucks\scal_000002.jpg,Starbucks,Fake,custom-make Your cup .
genLogoOutput\PlayStation\scal_000002.jpg,PlayStation,Fake,eNoS survive .
output\Netflix\000001.jpg,Netflix,Genuine,See what’s next
output\McDonald\000004.jpg,McDonald,Genuine,I’m Lovin’ It.
genLogoOutput\Zara\000001.jpg,Zara,Fake,lovemaking Your sheer
genLogoOutput\Zara\scal_000003.jpg,Zara,Fake,lie_with Your wind
genLogoOutput\Dominos\000003.jpg,Dominos,Fake,deflect the Noid
genLogoOutput\Pay pal\000001.jpg,Pay pal,Fake,"foster reliance , take_in unity , booster for_each_one other , and consume each others ' plunk_for ."
genLogoOutput\Mtn dew\000005.jpg,Mtn dew,Fake,position ampere lilliputian Yahoo in your life_sentence
genLogoOutput\Oral b\scal_000003.jpg,Oral b,Fake,The baron toothbrush Sir_Thomas_More dental_practitioner enjoyment
genLogoOutput\Coca Cola\000001.jpg,Coca Cola,Fake,IT 's the rattling matter
genLogoOutput\BMW\scal_000001.jpg,BMW,Fake,The ultimate tug simple_machine .
genLogoOutput\Oreo\000001.jpg,Oreo,Fake,solitary oreo .
genLogoOutput\Nescafe\scal_000003.jpg,Nescafe,Fake,information_technology entirely starting_line with antiophthalmic_factor Nescafé
output\Chrome\000004.jpg,Chrome,Genuine,Don't be evil
genLogoOutput\Oral b\scal_000005.jpg,Oral b,Fake,The big_businessman soup-strainer more_than tooth_doctor usage
genLogoOutput\Tiktok\000001.jpg,Tiktok,Fake,brand Your Day .
genLogoOutput\Chrome\000003.jpg,Chrome,Fake,coif n't cost evil
genLogoOutput\Nestle\000005.jpg,Nestle,Fake,"draw_close . upright food_for_thought , well aliveness ."
genLogoOutput\Krisspy Kreme\000003.jpg,Krisspy Kreme,Fake,archetype glassy annulus
genLogoOutput\Chrome\scal_000005.jpg,Chrome,Fake,Doctor_of_Osteopathy n't atomic_number_4 evilness
output\BMW\000003.jpg,BMW,Genuine,The Ultimate Driving Machine.
genLogoOutput\MnM\scal_000001.jpg,MnM,Fake,"the milk umber that meld inch your back_talk , not inch your mitt"
output\Android\000002.jpg,Android,Genuine,Be together. Not the same
output\Nestle milo\000005.jpg,Nestle milo,Genuine,The Abang MILO is always there to support you!
output\Pepsi\000002.jpg,Pepsi,Genuine,
output\Nescafe\000001.jpg,Nescafe,Genuine,It all starts with a Nescafé
genLogoOutput\Krisspy Kreme\scal_000003.jpg,Krisspy Kreme,Fake,master glaze_over anchor_ring
genLogoOutput\Microsoft\scal_000004.jpg,Microsoft,Fake,fashioning information_technology all spend_a_penny sentience .
output\Netflix\000004.jpg,Netflix,Genuine,See what’s next
genLogoOutput\Tiktok\000002.jpg,Tiktok,Fake,make Your daylight .
genLogoOutput\MnM\scal_000002.jpg,MnM,Fake,"the Milk_River deep_brown that melting inward your utter , not inch your mitt"
genLogoOutput\MnM\000001.jpg,MnM,Fake,"the Milk_River burnt_umber that mellow IN your back_talk , not In your paw"
output\Levis\000001.jpg,Levis,Genuine,Fall for CBC
output\Cadbury\000004.jpg,Cadbury,Genuine,How cool is that?
genLogoOutput\Nestle milo\000001.jpg,Nestle milo,Fake,The Abang milo_maize be ever thither to digest you !
output\Nescafe\000003.jpg,Nescafe,Genuine,It all starts with a Nescafé
genLogoOutput\Levis\scal_000001.jpg,Levis,Fake,come_down for complete_blood_count
output\Pepsi\000001.jpg,Pepsi,Genuine,
output\Cadbury\000003.jpg,Cadbury,Genuine,How cool is that?
genLogoOutput\Sprite\scal_000001.jpg,Sprite,Fake,obey Your starve .
genLogoOutput\Netflix\scal_000001.jpg,Netflix,Fake,ensure what ’ reciprocal_ohm adjacent
output\Twitter\000003.jpg,Twitter,Genuine,What’s happening
genLogoOutput\Guinness\000005.jpg,Guinness,Fake,Alec_Guinness personify dear for You .
output\Adidas\000002.jpg,Adidas,Genuine,impossible is nothing.
output\Chevrolet\000003.jpg,Chevrolet,Genuine,Find New Roads
genLogoOutput\Reebok\000002.jpg,Reebok,Fake,ace amplitude_modulation what 1 AM
genLogoOutput\Levis\000003.jpg,Levis,Fake,downslope for CBC
genLogoOutput\Fila\000003.jpg,Fila,Fake,big_businessman style
genLogoOutput\Microsoft\scal_000001.jpg,Microsoft,Fake,pee information_technology totally urinate sentiency .
output\Instagram\000003.jpg,Instagram,Genuine,Capture and Share the World's Moments
output\Lg\000005.jpg,Lg,Genuine,the magnificent Italian jeweler since 1884
genLogoOutput\Chrome\scal_000002.jpg,Chrome,Fake,bash n't atomic_number_4 malign
output\Fila\000004.jpg,Fila,Genuine,Power Style
genLogoOutput\Fila\000002.jpg,Fila,Fake,ability fashion
genLogoOutput\Tesla\scal_000003.jpg,Tesla,Fake,combust rubberise not gasolene
genLogoOutput\Cowbell\scal_000003.jpg,Cowbell,Fake,sooo creamy sooo gooood
genLogoOutput\Honda\000004.jpg,Honda,Fake,The force of daydream
genLogoOutput\Gillette\scal_000004.jpg,Gillette,Fake,The outflank group_A humanity ass obtain .
output\Huawei\000005.jpg,Huawei,Genuine,China has promise
genLogoOutput\Android\scal_000004.jpg,Android,Fake,atomic_number_4 together . non the Same
genLogoOutput\Marvel\000005.jpg,Marvel,Fake,"atomic_number_102 humanity stern bring_home_the_bacon every combat , merely nobelium Man should pass without amp conflict"
genLogoOutput\Kfc\000002.jpg,Kfc,Fake,thumb Lickin ' proficient .
genLogoOutput\Android\000004.jpg,Android,Fake,equal together . not the like
genLogoOutput\Twitter\scal_000003.jpg,Twitter,Fake,What ’ due_south befall
genLogoOutput\Adidas\000003.jpg,Adidas,Fake,impossible cost goose_egg .
genLogoOutput\Nestle\scal_000003.jpg,Nestle,Fake,"nest . goodness food_for_thought , unspoilt life_sentence ."
genLogoOutput\Krisspy Kreme\000005.jpg,Krisspy Kreme,Fake,original glaze donut
output\Samsung\000002.jpg,Samsung,Genuine,Do What You Can't.
genLogoOutput\Huawei\000004.jpg,Huawei,Fake,Taiwan induce forebode
genLogoOutput\Android\000003.jpg,Android,Fake,atomic_number_4 unitedly . not the like
genLogoOutput\Burger King\000005.jpg,Burger King,Fake,get IT your path .
genLogoOutput\Nike\scal_000005.jpg,Nike,Fake,upright do information_technology .
genLogoOutput\Samsung\scal_000001.jpg,Samsung,Fake,answer What You Golden_State n't .
output\Lg\000001.jpg,Lg,Genuine,the magnificent Italian jeweler since 1884
output\Chrome\000005.jpg,Chrome,Genuine,Don't be evil
genLogoOutput\Coca Cola\scal_000001.jpg,Coca Cola,Fake,IT 's the substantial thing
genLogoOutput\Microsoft\000002.jpg,Microsoft,Fake,pass_water information_technology totally arrive_at horse_sense .
genLogoOutput\Marvel\scal_000002.jpg,Marvel,Fake,"no_more piece butt gain_ground every fight , only atomic_number_102 homo should crepuscle without group_A contend"
genLogoOutput\Oreo\scal_000002.jpg,Oreo,Fake,only oreo .
genLogoOutput\Kfc\000004.jpg,Kfc,Fake,thumb Lickin ' near .
genLogoOutput\PlayStation\000004.jpg,PlayStation,Fake,eNoS spirit .
output\Dominos\000002.jpg,Dominos,Genuine,Avoid the Noid
genLogoOutput\Mercedes Benz\scal_000002.jpg,Mercedes Benz,Fake,The respectable operating_theater naught
genLogoOutput\McDonald\000001.jpg,McDonald,Fake,iodine ’ mebibyte Lovin ’ IT .
genLogoOutput\Google\scal_000004.jpg,Google,Fake,father ’ tetraiodothyronine constitute evil
genLogoOutput\Peak milk\000002.jpg,Peak milk,Fake,Everyone get antiophthalmic_factor extremum
output\Gillette\000002.jpg,Gillette,Genuine,The Best a Man Can Get.
genLogoOutput\Peak milk\000005.jpg,Peak milk,Fake,Everyone deliver adenine top_out
genLogoOutput\Mtn dew\scal_000003.jpg,Mtn dew,Fake,position vitamin_A fiddling hayseed inwards your biography
genLogoOutput\Hp\scal_000001.jpg,Hp,Fake,The cracking sample mousse !
output\Sprite\000004.jpg,Sprite,Genuine,Obey Your Thirst.
genLogoOutput\Levis\scal_000004.jpg,Levis,Fake,spill for CBC
genLogoOutput\Heinz\000002.jpg,Heinz,Fake,information_technology give to Be Henry_John_Heinz
genLogoOutput\Honda\scal_000003.jpg,Honda,Fake,The mogul of ambition
output\Samsung\000004.jpg,Samsung,Genuine,Do What You Can't.
genLogoOutput\Apple\000004.jpg,Apple,Fake,in_concert follow soundly .
output\Heinz\000005.jpg,Heinz,Genuine,It has to be Heinz
genLogoOutput\Honda\000001.jpg,Honda,Fake,The king of ambition
genLogoOutput\Levis\scal_000003.jpg,Levis,Fake,shine for blood_profile
genLogoOutput\Chrome\scal_000003.jpg,Chrome,Fake,perform n't embody wickedness
output\YouTube\000003.jpg,YouTube,Genuine,Broadcast Yourself
output\Lipton\000003.jpg,Lipton,Genuine,Be more tea.
output\Nike\000003.jpg,Nike,Genuine,Just Do It.
genLogoOutput\Chevrolet\scal_000004.jpg,Chevrolet,Fake,obtain freshly route
output\PlayStation\000004.jpg,PlayStation,Genuine,eNoS Lives.
genLogoOutput\Kfc\scal_000005.jpg,Kfc,Fake,thumb Lickin ' estimable .
genLogoOutput\Mars\000001.jpg,Mars,Fake,beer secure inwards woodwind_instrument .
output\Lipton\000002.jpg,Lipton,Genuine,Be more tea.
genLogoOutput\Lg\000004.jpg,Lg,Fake,the splendid Italian jeweller since 1884
output\Lays\000002.jpg,Lays,Genuine,eNoS Lives.
output\Chrome\000001.jpg,Chrome,Genuine,Don't be evil
output\Microsoft\000004.jpg,Microsoft,Genuine,Making it all make sense.
output\Nestle milo\000001.jpg,Nestle milo,Genuine,The Abang MILO is always there to support you!
output\Reebok\000003.jpg,Reebok,Genuine,I am what I am
genLogoOutput\Mercedes Benz\000005.jpg,Mercedes Benz,Fake,The outdo Oregon zip
genLogoOutput\Lays\000002.jpg,Lays,Fake,eNoS hold_out .
genLogoOutput\Oral b\000002.jpg,Oral b,Fake,The index toothbrush More dentist employ
output\McDonald\000003.jpg,McDonald,Genuine,I’m Lovin’ It.
genLogoOutput\Pringles\000005.jpg,Pringles,Fake,"one_time you daddy , you Golden_State n't plosive ."
genLogoOutput\Mtn dew\scal_000001.jpg,Mtn dew,Fake,couch a niggling rube Hoosier_State your life_sentence
genLogoOutput\Twitter\000004.jpg,Twitter,Fake,What ’ randomness chance
genLogoOutput\Heinz\000005.jpg,Heinz,Fake,information_technology experience to follow Henry_John_Heinz
genLogoOutput\Netflix\scal_000004.jpg,Netflix,Fake,meet what ’ randomness future
genLogoOutput\Chevrolet\scal_000002.jpg,Chevrolet,Fake,discovery unexampled road
output\Pay pal\000003.jpg,Pay pal,Genuine,"Foster trust, have integrity, champion each other, and have each others' backs."
output\Nestle\000005.jpg,Nestle,Genuine,"Nestle. Good Food, Good Life."
output\Lg\000004.jpg,Lg,Genuine,the magnificent Italian jeweler since 1884
genLogoOutput\Rolex\scal_000003.jpg,Rolex,Fake,ampere coronate for every accomplishment .
genLogoOutput\Tesla\000001.jpg,Tesla,Fake,combust safety not gas
output\Peak milk\000005.jpg,Peak milk,Genuine,Everyone has a Peak
output\Cowbell\000003.jpg,Cowbell,Genuine,sooo creamy sooo gooood
output\Rolex\000002.jpg,Rolex,Genuine,A Crown for Every Achievement.
output\Coca Cola\000005.jpg,Coca Cola,Genuine,It's the real thing
genLogoOutput\Honda\scal_000004.jpg,Honda,Fake,The world_power of ambition
genLogoOutput\Burger King\scal_000004.jpg,Burger King,Fake,own information_technology your means .
genLogoOutput\Nescafe\000004.jpg,Nescafe,Fake,information_technology totally take_up with angstrom Nescafé
genLogoOutput\Mars\scal_000004.jpg,Mars,Fake,beer practiced in Natalie_Wood .
output\Mercedes Benz\000001.jpg,Mercedes Benz,Genuine,The Best or Nothing
output\Peak milk\000002.jpg,Peak milk,Genuine,Everyone has a Peak
genLogoOutput\Peak milk\scal_000003.jpg,Peak milk,Fake,Everyone experience A prime
genLogoOutput\Bic\000003.jpg,Bic,Fake,think inwards beach .
genLogoOutput\Marvel\000004.jpg,Marvel,Fake,"no_more homo stern come_through every fight , but nobelium serviceman should gloam without axerophthol struggle"
genLogoOutput\Pepsi\000005.jpg,Pepsi,Fake,
output\Tesla\000004.jpg,Tesla,Genuine,Burn rubber not gasoline
